NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,label
0.493203,0.291681,-0.351702,0.502832,0.291955,-0.334124,0.504871,0.297227,-0.334457,0.507431,0.303570,-0.334420,0.495235,0.278106,-0.334842,0.492096,0.273387,-0.335145,0.489678,0.269524,-0.335303,0.507074,0.321627,-0.221531,0.481870,0.270094,-0.226953,0.488591,0.318609,-0.307705,0.480528,0.297547,-0.310990,0.484294,0.433418,-0.151682,0.418284,0.311919,-0.144618,0.466155,0.559796,-0.118753,0.356189,0.350539,-0.184663,0.440637,0.675810,-0.194314,0.308209,0.372909,-0.330971,0.438731,0.709710,-0.214617,0.288771,0.387436,-0.366433,0.436559,0.713751,-0.246703,0.287186,0.389786,-0.396632,0.430284,0.701894,-0.208349,0.294795,0.390141,-0.348510,0.371237,0.585673,0.011696,0.335792,0.521348,-0.011891,0.311130,0.695905,0.085936,0.266910,0.613886,-0.144450,0.248073,0.764705,0.330078,0.200251,0.739389,-0.037923,0.234663,0.766103,0.347050,0.199249,0.760249,-0.032102,0.235393,0.831677,0.261421,0.163788,0.788774,-0.152311,OTRO
0.516075,0.280084,-0.290502,0.524663,0.280639,-0.269945,0.526363,0.286894,-0.270267,0.528349,0.293880,-0.270233,0.518637,0.267280,-0.274469,0.515937,0.263704,-0.274791,0.512492,0.259711,-0.274971,0.529547,0.315301,-0.152914,0.505015,0.265068,-0.175323,0.511759,0.304890,-0.245401,0.502349,0.287320,-0.253571,0.502321,0.419783,-0.070984,0.438713,0.302927,-0.124605,0.485936,0.537126,-0.001981,0.368723,0.333638,-0.183936,0.475845,0.646278,-0.028423,0.306697,0.366516,-0.326113,0.472425,0.679011,-0.035177,0.288545,0.382876,-0.363202,0.471251,0.683128,-0.074088,0.289244,0.368643,-0.390202,0.470526,0.671861,-0.044484,0.295860,0.367221,-0.342684,0.378498,0.582617,0.019588,0.345125,0.510226,-0.019804,0.311607,0.681863,0.150726,0.271442,0.616993,-0.008331,0.248054,0.752785,0.378292,0.202702,0.720653,0.118941,0.234036,0.756635,0.393905,0.199432,0.740376,0.125695,0.235806,0.822942,0.303853,0.164724,0.756199,0.002711,OTRO
0.530205,0.277876,-0.260392,0.538901,0.278623,-0.244359,0.541439,0.286123,-0.244671,0.543751,0.293929,-0.244631,0.532012,0.264372,-0.245207,0.528934,0.260116,-0.245548,0.525415,0.255331,-0.245694,0.542583,0.312794,-0.150177,0.516930,0.258312,-0.155510,0.524295,0.302820,-0.223861,0.517367,0.283928,-0.227027,0.512052,0.414372,-0.087887,0.452813,0.300549,-0.096102,0.513269,0.531407,-0.066142,0.384625,0.247779,-0.072394,0.539786,0.644264,-0.134138,0.323091,0.190158,-0.088179,0.544849,0.676130,-0.144080,0.301596,0.180781,-0.094034,0.545109,0.678826,-0.178073,0.301088,0.179590,-0.127663,0.540596,0.666385,-0.149753,0.307788,0.187237,-0.104900,0.384248,0.581477,0.015861,0.349459,0.499736,-0.016161,0.316161,0.680100,0.109702,0.273301,0.596996,-0.014798,0.248385,0.754856,0.272244,0.207043,0.704150,0.109044,0.234387,0.757583,0.283454,0.203314,0.725028,0.116511,0.231491,0.819520,0.200325,0.164924,0.734461,0.014346,OTRO
0.545178,0.296150,-0.271935,0.553321,0.299355,-0.270275,0.555409,0.306575,-0.270619,0.557508,0.314615,-0.270520,0.547050,0.284744,-0.264285,0.544189,0.280532,-0.264816,0.540916,0.275843,-0.265124,0.556261,0.335570,-0.193361,0.533650,0.279635,-0.184802,0.539496,0.320497,-0.248937,0.530818,0.300118,-0.244265,0.532092,0.440919,-0.120331,0.469005,0.296518,-0.112665,0.562465,0.552750,-0.103723,0.422424,0.213479,-0.071295,0.614570,0.632321,-0.160861,0.397135,0.106163,-0.050072,0.625178,0.658577,-0.167890,0.387363,0.074694,-0.053308,0.629559,0.659756,-0.200466,0.387955,0.065529,-0.078584,0.624224,0.648422,-0.176092,0.391403,0.078991,-0.063118,0.391430,0.579812,0.010029,0.360810,0.497375,-0.010234,0.316110,0.676121,0.122210,0.278280,0.574754,0.019798,0.248558,0.746220,0.300198,0.208188,0.680525,0.161799,0.234709,0.745270,0.309993,0.206531,0.704391,0.170998,0.230229,0.809511,0.207917,0.164561,0.704241,0.060488,OTRO
0.556847,0.308004,-0.283569,0.566426,0.310786,-0.274834,0.568517,0.318560,-0.275168,0.570389,0.326937,-0.275102,0.559990,0.294523,-0.265746,0.557225,0.289320,-0.266151,0.554094,0.283755,-0.266264,0.566947,0.345311,-0.188658,0.546027,0.285667,-0.177537,0.550172,0.330427,-0.251120,0.543753,0.310187,-0.248934,0.540120,0.449356,-0.113091,0.481249,0.295523,-0.114095,0.574671,0.554904,-0.149919,0.441300,0.201296,-0.193705,0.651855,0.580491,-0.292629,0.474265,0.099548,-0.352561,0.673434,0.592495,-0.322981,0.485588,0.063738,-0.396466,0.676368,0.588352,-0.345388,0.490862,0.061200,-0.404820,0.666975,0.583528,-0.306877,0.488523,0.077831,-0.364762,0.394909,0.580577,0.010182,0.364790,0.497286,-0.010382,0.317208,0.673610,0.119922,0.283842,0.578211,0.029637,0.248695,0.734638,0.321320,0.207983,0.667536,0.193694,0.234882,0.732629,0.333028,0.205921,0.688407,0.204057,0.230815,0.795790,0.210139,0.162587,0.689056,0.068459,OTRO
0.565143,0.338010,-0.310011,0.575133,0.342206,-0.291219,0.577073,0.349706,-0.291539,0.578939,0.357226,-0.291482,0.569748,0.324019,-0.288363,0.567677,0.318563,-0.288697,0.565453,0.312788,-0.288862,0.577057,0.370874,-0.183650,0.558509,0.311453,-0.178712,0.558606,0.359877,-0.264794,0.551344,0.338309,-0.265719,0.548829,0.471206,-0.112804,0.489766,0.317907,-0.122184,0.570483,0.574591,-0.242748,0.446391,0.237215,-0.302575,0.632245,0.528512,-0.450671,0.510407,0.178497,-0.530818,0.650464,0.519893,-0.496278,0.531262,0.161284,-0.588538,0.650251,0.506314,-0.499729,0.537713,0.160052,-0.578244,0.640535,0.504638,-0.457738,0.531675,0.170085,-0.536136,0.400010,0.587690,0.010005,0.371722,0.499051,-0.010192,0.321064,0.666302,0.111395,0.288310,0.573610,0.022121,0.250382,0.716939,0.317546,0.209579,0.647642,0.192928,0.235188,0.713171,0.330027,0.206303,0.667911,0.203745,0.231387,0.776777,0.204441,0.165077,0.667821,0.069535,OTRO
0.578262,0.356428,-0.309853,0.588034,0.361778,-0.291562,0.589625,0.369164,-0.291886,0.591377,0.376885,-0.291824,0.582967,0.343329,-0.288499,0.580934,0.337551,-0.288831,0.578625,0.331138,-0.288994,0.589887,0.394549,-0.182423,0.573555,0.332116,-0.171187,0.571928,0.379965,-0.264783,0.565227,0.355509,-0.264697,0.556208,0.490043,-0.105203,0.503864,0.341825,-0.112944,0.546196,0.599287,-0.213817,0.437854,0.295748,-0.236747,0.588168,0.613191,-0.454488,0.470916,0.191810,-0.470565,0.602887,0.619944,-0.502690,0.479932,0.184371,-0.528434,0.604787,0.601413,-0.523890,0.487255,0.183011,-0.536880,0.599070,0.598136,-0.469707,0.485963,0.194946,-0.483237,0.404752,0.594011,0.009919,0.379136,0.500313,-0.010096,0.324708,0.664901,0.110858,0.293123,0.573254,0.019825,0.253356,0.701175,0.321425,0.217894,0.640979,0.192304,0.239544,0.697524,0.335931,0.214169,0.660009,0.204154,0.231881,0.758765,0.215960,0.175626,0.665152,0.077454,OTRO
0.577220,0.382529,-0.373631,0.590368,0.386811,-0.359818,0.591974,0.395847,-0.360178,0.593448,0.404180,-0.360132,0.585823,0.364133,-0.360980,0.584037,0.356897,-0.361354,0.581843,0.349324,-0.361560,0.591278,0.414503,-0.254969,0.575465,0.343085,-0.261649,0.569277,0.402504,-0.331073,0.564246,0.376894,-0.334804,0.553262,0.507128,-0.173161,0.506795,0.347121,-0.192295,0.536247,0.632148,-0.193407,0.441662,0.309658,-0.231337,0.573138,0.765457,-0.416131,0.439709,0.204952,-0.379393,0.601698,0.792737,-0.365834,0.422780,0.192155,-0.391526,0.598635,0.794419,-0.467426,0.422991,0.187886,-0.446488,0.586997,0.785050,-0.422134,0.432056,0.200881,-0.414285,0.407101,0.593772,0.014249,0.381837,0.501120,-0.014466,0.330337,0.657518,0.169849,0.298466,0.565517,0.020622,0.257878,0.686133,0.374257,0.225318,0.631569,0.195099,0.244944,0.681959,0.387503,0.220968,0.650286,0.207832,0.232132,0.737055,0.287123,0.183336,0.650685,0.095038,OTRO
0.570917,0.423635,-0.389905,0.581945,0.429111,-0.376453,0.583279,0.436817,-0.376788,0.584648,0.444438,-0.376751,0.577751,0.408610,-0.374711,0.576232,0.403058,-0.375053,0.574406,0.396600,-0.375266,0.584184,0.458592,-0.273687,0.570405,0.393441,-0.267755,0.563690,0.445602,-0.348624,0.558335,0.418852,-0.348631,0.544955,0.545094,-0.201632,0.506224,0.384441,-0.193677,0.513957,0.656960,-0.222618,0.442234,0.391641,-0.277128,0.489617,0.786537,-0.339274,0.411624,0.371521,-0.463507,0.486781,0.822483,-0.349657,0.416221,0.362204,-0.505625,0.487008,0.826530,-0.393741,0.418780,0.358317,-0.529778,0.485874,0.814541,-0.353040,0.429712,0.366350,-0.480345,0.408231,0.599575,0.011475,0.389514,0.504960,-0.011606,0.334259,0.655394,0.007093,0.313237,0.546040,-0.200856,0.260757,0.675390,0.230185,0.230743,0.617242,-0.060773,0.249290,0.668490,0.245511,0.226126,0.634748,-0.051451,0.232490,0.718543,0.146968,0.186407,0.636961,-0.175809,OTRO
0.579172,0.435267,-0.380812,0.590782,0.440550,-0.366232,0.591897,0.448984,-0.366582,0.592802,0.457568,-0.366561,0.587904,0.423688,-0.365651,0.586891,0.417756,-0.365951,0.585719,0.410705,-0.366116,0.589867,0.471940,-0.260172,0.580692,0.402966,-0.259383,0.569717,0.452594,-0.338648,0.567536,0.430489,-0.340128,0.545694,0.553404,-0.189979,0.511956,0.388678,-0.182982,0.502843,0.651346,-0.206479,0.450114,0.396341,-0.269615,0.470618,0.764965,-0.322738,0.406573,0.380376,-0.455691,0.458528,0.796755,-0.346243,0.402325,0.373276,-0.501223,0.458165,0.800684,-0.382359,0.415685,0.370152,-0.525283,0.460034,0.789671,-0.338046,0.414736,0.380218,-0.472365,0.409003,0.599213,0.011516,0.392025,0.505127,-0.011638,0.333410,0.649514,0.056270,0.307759,0.542650,-0.127396,0.264882,0.659915,0.346390,0.226530,0.605586,-0.017779,0.253892,0.650722,0.365985,0.224559,0.621226,-0.012169,0.236117,0.701205,0.286658,0.185167,0.623799,-0.132623,OTRO
