Segundo,Pose
21.000000,BRAZOS_CRUZADOS
21.100000,BRAZOS_CRUZADOS
21.200000,BRAZOS_CRUZADOS
21.300000,BRAZOS_CRUZADOS
21.400000,BRAZOS_CRUZADOS
21.500000,BRAZOS_CRUZADOS
21.600000,BRAZOS_CRUZADOS
21.700000,POSICION_FETAL
21.800000,POSICION_FETAL
21.900000,POSICION_FETAL
22.000000,POSICION_FETAL
22.100000,POSICION_FETAL
22.200000,POSICION_FETAL
22.300000,BRAZOS_CRUZADOS
22.400000,BRAZOS_CRUZADOS
22.500000,BRAZOS_CRUZADOS
22.600000,BRAZOS_CRUZADOS
22.700000,BRAZOS_CRUZADOS
22.800000,BRAZOS_CRUZADOS
22.900000,OTRO
23.000000,FIRMES
23.100000,FIRMES
23.200000,FIRMES
23.300000,FIRMES
23.400000,FIRMES
23.500000,FIRMES
23.600000,FIRMES
23.700000,FIRMES
23.800000,FIRMES
23.900000,FIRMES
24.000000,FIRMES
24.100000,FIRMES
24.200000,FIRMES
24.300000,FIRMES
24.400000,OTRO
24.500000,FIRMES
24.600000,FIRMES
24.700000,BRAZOS_CRUZADOS
24.800000,FIRMES
24.900000,BRAZOS_CRUZADOS
25.000000,OTRO
25.100000,OTRO
25.200000,OTRO
25.300000,FIRMES
25.400000,FIRMES
25.500000,FIRMES
25.600000,FIRMES
25.700000,FIRMES
25.800000,FIRMES
25.900000,FIRMES
26.000000,FIRMES
26.100000,FIRMES
26.200000,FIRMES
26.300000,FIRMES
26.400000,OTRO
26.500000,FIRMES
26.600000,FIRMES
26.700000,FIRMES
26.800000,FIRMES
26.900000,FIRMES
27.000000,FIRMES
27.100000,FIRMES
27.200000,FIRMES
27.300000,FIRMES
27.400000,FIRMES
27.500000,OTRO
27.600000,FIRMES
27.700000,FIRMES
27.800000,FIRMES
27.900000,OTRO
28.000000,OTRO
28.100000,FIRMES
28.200000,FIRMES
28.300000,FIRMES
28.400000,FIRMES
28.500000,FIRMES
28.600000,OTRO
28.700000,FIRMES
28.800000,FIRMES
28.900000,FIRMES
29.000000,FIRMES
29.100000,FIRMES
29.200000,OTRO
29.300000,OTRO
29.400000,OTRO
29.500000,FIRMES
29.600000,FIRMES
29.700000,FIRMES
29.800000,FIRMES
29.900000,FIRMES
30.000000,FIRMES
30.100000,OTRO
30.200000,OTRO
30.300000,OTRO
30.400000,BRAZOS_CRUZADOS
30.500000,BRAZOS_CRUZADOS
30.600000,BRAZOS_CRUZADOS
30.700000,BRAZOS_CRUZADOS
30.800000,OTRO
30.900000,OTRO
31.000000,FIRMES
31.100000,FIRMES
31.200000,FIRMES
31.300000,BRAZOS_CRUZADOS
31.400000,BRAZOS_CRUZADOS
31.500000,BRAZOS_CRUZADOS
31.600000,BRAZOS_CRUZADOS
31.700000,BRAZOS_CRUZADOS
31.800000,BRAZOS_CRUZADOS
31.900000,BRAZOS_CRUZADOS
32.000000,BRAZOS_CRUZADOS
32.100000,POSICION_FETAL
32.200000,POSICION_FETAL
32.300000,POSICION_FETAL
32.400000,POSICION_FETAL
32.500000,BRAZOS_CRUZADOS
32.600000,BRAZOS_CRUZADOS
32.700000,BRAZOS_CRUZADOS
32.800000,BRAZOS_CRUZADOS
32.900000,BRAZOS_CRUZADOS
33.000000,BRAZOS_CRUZADOS
33.100000,BRAZOS_CRUZADOS
33.200000,BRAZOS_CRUZADOS
33.300000,OTRO
33.400000,FIRMES
33.500000,FIRMES
33.600000,FIRMES
33.700000,FIRMES
33.800000,FIRMES
33.900000,FIRMES
34.000000,FIRMES
34.100000,FIRMES
34.200000,FIRMES
34.300000,FIRMES
34.400000,FIRMES
34.500000,FIRMES
34.600000,FIRMES
34.700000,FIRMES
34.800000,FIRMES
34.900000,FIRMES
35.000000,FIRMES
35.100000,FIRMES
35.200000,FIRMES
35.300000,OTRO
35.400000,OTRO
35.500000,OTRO
35.600000,OTRO
35.700000,OTRO
35.800000,OTRO
35.900000,OTRO
36.000000,FIRMES
36.100000,FIRMES
36.200000,FIRMES
36.300000,FIRMES
36.400000,FIRMES
36.500000,BRAZOS_CRUZADOS
36.600000,BRAZOS_CRUZADOS
36.700000,BRAZOS_CRUZADOS
36.800000,FIRMES
36.900000,FIRMES
37.000000,FIRMES
37.100000,FIRMES
37.200000,FIRMES
37.300000,BRAZOS_CRUZADOS
37.400000,BRAZOS_CRUZADOS
37.500000,FIRMES
37.600000,FIRMES
37.700000,FIRMES
37.800000,FIRMES
37.900000,FIRMES
38.000000,FIRMES
38.100000,FIRMES
38.200000,FIRMES
38.300000,FIRMES
38.400000,FIRMES
38.500000,FIRMES
38.600000,FIRMES
38.700000,FIRMES
38.800000,FIRMES
38.900000,FIRMES
39.000000,FIRMES
39.100000,FIRMES
39.200000,FIRMES
39.300000,FIRMES
39.400000,FIRMES
39.500000,FIRMES
39.600000,FIRMES
39.700000,FIRMES
39.800000,FIRMES
39.900000,FIRMES
40.000000,FIRMES
40.100000,FIRMES
40.200000,OTRO
40.300000,BRAZOS_CRUZADOS
40.400000,BRAZOS_CRUZADOS
40.500000,BRAZOS_CRUZADOS
40.600000,BRAZOS_CRUZADOS
40.700000,BRAZOS_CRUZADOS
40.800000,BRAZOS_CRUZADOS
40.900000,BRAZOS_CRUZADOS
41.000000,POSICION_FETAL
41.100000,POSICION_FETAL
41.200000,POSICION_FETAL
41.300000,POSICION_FETAL
41.400000,POSICION_FETAL
41.500000,POSICION_FETAL
41.600000,FIRMES
41.700000,BRAZOS_CRUZADOS
41.800000,BRAZOS_CRUZADOS
41.900000,BRAZOS_CRUZADOS
42.000000,BRAZOS_CRUZADOS
42.100000,FIRMES
42.200000,FIRMES
42.300000,OTRO
42.400000,OTRO
42.500000,FIRMES
42.600000,FIRMES
42.700000,OTRO
42.800000,OTRO
42.900000,FIRMES
43.000000,OTRO
43.100000,FIRMES
43.200000,FIRMES
43.300000,OTRO
43.400000,FIRMES
43.500000,FIRMES
43.600000,FIRMES
43.700000,FIRMES
43.800000,OTRO
43.900000,FIRMES
44.000000,FIRMES
44.100000,FIRMES
44.200000,FIRMES
44.300000,FIRMES
44.400000,FIRMES
44.500000,FIRMES
44.600000,BRAZOS_CRUZADOS
44.700000,BRAZOS_CRUZADOS
44.800000,BRAZOS_CRUZADOS
44.900000,BRAZOS_CRUZADOS
45.000000,BRAZOS_CRUZADOS
45.100000,BRAZOS_CRUZADOS
45.200000,BRAZOS_CRUZADOS
45.300000,OTRO
45.400000,OTRO
